,Book,Book_no,POS,Section,lemma,sentence_num,stop,word,word_num
2026759,KARNA-PARVA,8.0,ADJ,56,magnificent,64.0,0.0,magnificent,54.0
2026767,KARNA-PARVA,8.0,ADJ,56,diverse,64.0,0.0,diverse,62.0
2027449,KARNA-PARVA,8.0,ADJ,56,intelligent,87.0,0.0,intelligent,9.0
2027502,KARNA-PARVA,8.0,ADJ,56,incapable,89.0,0.0,incapable,16.0
2030627,KARNA-PARVA,8.0,ADJ,58,great,2.0,0.0,great,7.0
2032657,KARNA-PARVA,8.0,ADJ,59,mighty,8.0,0.0,mighty,5.0
2032853,KARNA-PARVA,8.0,ADJ,59,many,10.0,1.0,many,105.0
2033712,KARNA-PARVA,8.0,ADJ,59,very,39.0,1.0,very,29.0
2035481,KARNA-PARVA,8.0,ADJ,60,assailed,21.0,0.0,Assailed,1.0
2035586,KARNA-PARVA,8.0,ADJ,60,dead,23.0,0.0,dead,55.0
2036019,KARNA-PARVA,8.0,ADJ,60,dreadful,35.0,0.0,dreadful,34.0
2036135,KARNA-PARVA,8.0,ADJ,60,terrifying,39.0,0.0,terrifying,6.0
2036247,KARNA-PARVA,8.0,ADJ,60,white,43.0,0.0,white,7.0
2036477,KARNA-PARVA,8.0,ADJ,60,unsupported,51.0,0.0,unsupported,5.0
2036856,KARNA-PARVA,8.0,ADJ,60,great,64.0,0.0,great,7.0
2037478,KARNA-PARVA,8.0,ADJ,60,heroic,84.0,0.0,heroic,10.0
2037483,KARNA-PARVA,8.0,ADJ,60,other,84.0,1.0,other,15.0
2038241,KARNA-PARVA,8.0,ADJ,61,mighty,3.0,0.0,mighty,13.0
2038259,KARNA-PARVA,8.0,ADJ,61,armed,4.0,0.0,armed,4.0
2038725,KARNA-PARVA,8.0,ADJ,61,mighty,17.0,0.0,mighty,5.0
2038837,KARNA-PARVA,8.0,ADJ,61,good,19.0,0.0,best,15.0
2041325,KARNA-PARVA,8.0,ADJ,62,high,22.0,0.0,highest,3.0
2041396,KARNA-PARVA,8.0,ADJ,62,keen,24.0,0.0,keen,18.0
2041535,KARNA-PARVA,8.0,ADJ,62,great,28.0,0.0,great,3.0
2041634,KARNA-PARVA,8.0,ADJ,62,royal,30.0,0.0,royal,13.0
2042095,KARNA-PARVA,8.0,ADJ,63,latter,9.0,1.0,latter,30.0
2042241,KARNA-PARVA,8.0,ADJ,63,valiant,13.0,0.0,valiant,4.0
2042536,KARNA-PARVA,8.0,ADJ,63,latter,23.0,1.0,latter,16.0
2042538,KARNA-PARVA,8.0,ADJ,63,excited,23.0,0.0,excited,18.0
2044955,KARNA-PARVA,8.0,ADJ,64,mighty,51.0,0.0,mighty,27.0
2044958,KARNA-PARVA,8.0,ADJ,64,immeasurable,51.0,0.0,immeasurable,30.0
2045486,KARNA-PARVA,8.0,ADJ,64,able,67.0,0.0,able,8.0
2046809,KARNA-PARVA,8.0,ADJ,66,mighty,3.0,0.0,mighty,21.0
2047223,KARNA-PARVA,8.0,ADJ,66,innumerable,22.0,0.0,innumerable,4.0
2047228,KARNA-PARVA,8.0,ADJ,66,mighty,22.0,0.0,mighty,9.0
2047416,KARNA-PARVA,8.0,ADJ,66,awake,31.0,0.0,Awake,1.0
2047454,KARNA-PARVA,8.0,ADJ,66,full,32.0,1.0,full,15.0
2047636,KARNA-PARVA,8.0,ADJ,66,equal,41.0,0.0,equal,5.0
2047919,KARNA-PARVA,8.0,ADJ,66,wicked,53.0,0.0,wicked,58.0
2048231,KARNA-PARVA,8.0,ADJ,66,little,60.0,0.0,little,13.0
2048269,KARNA-PARVA,8.0,ADJ,66,wicked,61.0,0.0,wicked,4.0
2048358,KARNA-PARVA,8.0,ADJ,66,sinful,63.0,0.0,sinful,11.0
2048455,KARNA-PARVA,8.0,ADJ,66,wicked,66.0,0.0,wicked,30.0
2048568,KARNA-PARVA,8.0,ADJ,66,great,72.0,0.0,great,15.0
2048607,KARNA-PARVA,8.0,ADJ,66,hast,72.0,0.0,hast,54.0
2048666,KARNA-PARVA,8.0,ADJ,66,little,74.0,0.0,little,7.0
2048777,KARNA-PARVA,8.0,ADJ,66,agreeable,76.0,0.0,agreeable,9.0
2049532,KARNA-PARVA,8.0,ADJ,67,open,16.0,0.0,open,23.0
2049618,KARNA-PARVA,8.0,ADJ,67,inconceivable,21.0,0.0,inconceivable,4.0
2049651,KARNA-PARVA,8.0,ADJ,67,cruel,22.0,0.0,cruel,32.0
2049704,KARNA-PARVA,8.0,ADJ,67,mighty,24.0,0.0,mighty,35.0
2050030,KARNA-PARVA,8.0,ADJ,68,mighty,1.0,0.0,mighty,15.0
2050112,KARNA-PARVA,8.0,ADJ,68,unable,2.0,0.0,unable,19.0
2050182,KARNA-PARVA,8.0,ADJ,68,single,5.0,0.0,single,23.0
2051028,KARNA-PARVA,8.0,ADJ,68,fierce,35.0,0.0,fierce,38.0
2053936,KARNA-PARVA,8.0,ADJ,69,numerous,101.0,0.0,numerous,92.0
2054011,KARNA-PARVA,8.0,ADJ,69,might,104.0,0.0,mightest,10.0
2054027,KARNA-PARVA,8.0,ADJ,69,wretched,105.0,0.0,wretched,8.0
2054033,KARNA-PARVA,8.0,ADJ,69,incapable,105.0,0.0,incapable,14.0
2054100,KARNA-PARVA,8.0,ADJ,69,unbearable,107.0,0.0,unbearable,24.0
2054100,KARNA-PARVA,8.0,ADJ,69,unbearable,107.0,0.0,unbearable,24.0
2056564,KARNA-PARVA,8.0,ADJ,70,childless,74.0,0.0,childless,21.0
2058471,KARNA-PARVA,8.0,ADJ,71,mighty,30.0,0.0,mighty,32.0
2058554,KARNA-PARVA,8.0,ADJ,71,wicked,33.0,0.0,wicked,44.0
2060075,KARNA-PARVA,8.0,ADJ,72,armed,34.0,0.0,armed,7.0
2060172,KARNA-PARVA,8.0,ADJ,72,mighty,42.0,0.0,mighty,4.0
2060179,KARNA-PARVA,8.0,ADJ,72,equal,42.0,0.0,equal,11.0
2060489,KARNA-PARVA,8.0,ADJ,72,own,61.0,1.0,own,21.0
2060666,KARNA-PARVA,8.0,ADJ,72,proud,69.0,0.0,proud,17.0
2060713,KARNA-PARVA,8.0,ADJ,72,brave,71.0,0.0,brave,3.0
2063194,KARNA-PARVA,8.0,ADJ,73,souled,61.0,0.0,souled,4.0
2063406,KARNA-PARVA,8.0,ADJ,73,wicked,69.0,0.0,wicked,15.0
2063452,KARNA-PARVA,8.0,ADJ,73,wicked,71.0,0.0,wicked,26.0
2063457,KARNA-PARVA,8.0,ADJ,73,sinful,71.0,0.0,sinful,31.0
2063732,KARNA-PARVA,8.0,ADJ,73,deep,79.0,0.0,deep,45.0
2063909,KARNA-PARVA,8.0,ADJ,73,harsh,87.0,0.0,harsh,10.0
2063911,KARNA-PARVA,8.0,ADJ,73,bitter,87.0,0.0,bitter,12.0
2064204,KARNA-PARVA,8.0,ADJ,73,sinful,99.0,0.0,sinful,6.0
2064208,KARNA-PARVA,8.0,ADJ,73,wicked,99.0,0.0,wicked,10.0
2064607,KARNA-PARVA,8.0,ADJ,73,equal,111.0,0.0,equal,8.0
2064644,KARNA-PARVA,8.0,ADJ,73,whetted,112.0,0.0,whetted,11.0
2064782,KARNA-PARVA,8.0,ADJ,73,dreadful,115.0,0.0,dreadful,21.0
2064954,KARNA-PARVA,8.0,ADJ,73,heroic,121.0,0.0,heroic,5.0
2065085,KARNA-PARVA,8.0,ADJ,73,awful,124.0,0.0,awful,2.0
2065178,KARNA-PARVA,8.0,ADJ,73,thy,127.0,0.0,thy,28.0
2065338,KARNA-PARVA,8.0,ADJ,73,keen,133.0,0.0,keen,7.0
2065413,KARNA-PARVA,8.0,ADJ,73,mighty,136.0,0.0,mighty,14.0
2065923,KARNA-PARVA,8.0,ADJ,74,keen,15.0,0.0,keen,10.0
2066117,KARNA-PARVA,8.0,ADJ,74,own,21.0,1.0,own,18.0
2066200,KARNA-PARVA,8.0,ADJ,74,last,22.0,1.0,last,64.0
2066277,KARNA-PARVA,8.0,ADJ,74,wicked,24.0,0.0,wicked,34.0
2066310,KARNA-PARVA,8.0,ADJ,74,own,26.0,1.0,own,14.0
2073207,KARNA-PARVA,8.0,ADJ,77,more,75.0,1.0,more,23.0
2073510,KARNA-PARVA,8.0,ADJ,78,immeasurable,7.0,0.0,immeasurable,13.0
2073681,KARNA-PARVA,8.0,ADJ,78,great,13.0,0.0,great,17.0
2073901,KARNA-PARVA,8.0,ADJ,78,unvanquished,18.0,0.0,unvanquished,6.0
2074006,KARNA-PARVA,8.0,ADJ,78,good,20.0,0.0,best,9.0
2074315,KARNA-PARVA,8.0,ADJ,78,heroic,27.0,0.0,heroic,21.0
2074528,KARNA-PARVA,8.0,ADJ,78,great,34.0,0.0,great,27.0
2074598,KARNA-PARVA,8.0,ADJ,78,very,35.0,1.0,very,27.0
2074603,KARNA-PARVA,8.0,ADJ,78,loud,36.0,0.0,Loud,1.0
2074761,KARNA-PARVA,8.0,ADJ,78,armed,41.0,0.0,armed,12.0
2074880,KARNA-PARVA,8.0,ADJ,78,various,43.0,1.0,various,56.0
2074914,KARNA-PARVA,8.0,ADJ,78,impassable,44.0,0.0,impassable,20.0
2074983,KARNA-PARVA,8.0,ADJ,78,celestial,46.0,0.0,celestial,23.0
2075029,KARNA-PARVA,8.0,ADJ,78,mighty,48.0,0.0,mighty,2.0
2075101,KARNA-PARVA,8.0,ADJ,78,great,49.0,0.0,great,20.0
2075434,KARNA-PARVA,8.0,ADJ,78,mighty,57.0,0.0,mighty,20.0
2075994,KARNA-PARVA,8.0,ADJ,79,afraid,13.0,0.0,afraid,6.0
2076205,KARNA-PARVA,8.0,ADJ,79,mighty,20.0,0.0,mighty,16.0
2076215,KARNA-PARVA,8.0,ADJ,79,single,20.0,0.0,single,26.0
2076416,KARNA-PARVA,8.0,ADJ,79,desirous,24.0,0.0,desirous,26.0
2077127,KARNA-PARVA,8.0,ADJ,79,foremost,52.0,0.0,foremost,24.0
2082354,KARNA-PARVA,8.0,ADJ,81,hopeless,43.0,0.0,hopeless,17.0
2082492,KARNA-PARVA,8.0,ADJ,81,fathomless,48.0,0.0,fathomless,14.0
2082591,KARNA-PARVA,8.0,ADJ,81,mighty,50.0,0.0,mighty,57.0
2082599,KARNA-PARVA,8.0,ADJ,81,uninspired,51.0,0.0,uninspired,5.0
2083090,KARNA-PARVA,8.0,ADJ,82,many,7.0,1.0,many,37.0
2083304,KARNA-PARVA,8.0,ADJ,82,other,13.0,1.0,other,22.0
2083664,KARNA-PARVA,8.0,ADJ,82,great,24.0,0.0,great,15.0
2083763,KARNA-PARVA,8.0,ADJ,82,many,26.0,1.0,many,67.0
2084179,KARNA-PARVA,8.0,ADJ,82,many,34.0,1.0,many,33.0
2084180,KARNA-PARVA,8.0,ADJ,82,keen,34.0,0.0,keen,34.0
2085674,KARNA-PARVA,8.0,ADJ,83,very,26.0,1.0,very,40.0
2086341,KARNA-PARVA,8.0,ADJ,83,vindictive,42.0,0.0,vindictive,2.0
2087448,KARNA-PARVA,8.0,ADJ,84,immeasurable,18.0,0.0,immeasurable,10.0
2087635,KARNA-PARVA,8.0,ADJ,84,mighty,22.0,0.0,mighty,3.0
2088271,KARNA-PARVA,8.0,ADJ,84,diverse,39.0,0.0,diverse,18.0
2088272,KARNA-PARVA,8.0,ADJ,84,beautiful,39.0,0.0,beautiful,19.0
2090369,KARNA-PARVA,8.0,ADJ,85,great,36.0,0.0,great,15.0
2090422,KARNA-PARVA,8.0,ADJ,85,souled,36.0,0.0,souled,68.0
2090538,KARNA-PARVA,8.0,ADJ,85,high,40.0,0.0,high,2.0
2090622,KARNA-PARVA,8.0,ADJ,85,other,41.0,1.0,other,37.0
2091033,KARNA-PARVA,8.0,ADJ,85,great,53.0,0.0,great,27.0
2091112,KARNA-PARVA,8.0,ADJ,85,great,53.0,0.0,great,106.0
2091148,KARNA-PARVA,8.0,ADJ,86,gigantic,1.0,0.0,gigantic,13.0
2091153,KARNA-PARVA,8.0,ADJ,86,incapable,1.0,0.0,incapable,18.0
2091256,KARNA-PARVA,8.0,ADJ,86,white,6.0,0.0,White,1.0
2091486,KARNA-PARVA,8.0,ADJ,86,immeasurable,12.0,0.0,immeasurable,25.0
2091740,KARNA-PARVA,8.0,ADJ,86,mighty,22.0,0.0,mighty,28.0
2091742,KARNA-PARVA,8.0,ADJ,86,armed,22.0,0.0,armed,30.0
2092394,KARNA-PARVA,8.0,ADJ,87,single,10.0,0.0,single,3.0
2092434,KARNA-PARVA,8.0,ADJ,87,numerous,11.0,0.0,numerous,13.0
2093578,KARNA-PARVA,8.0,ADJ,87,anxious,52.0,0.0,anxious,16.0
2093809,KARNA-PARVA,8.0,ADJ,87,wild,58.0,0.0,wild,3.0
2094034,KARNA-PARVA,8.0,ADJ,87,diverse,64.0,0.0,diverse,2.0
2094260,KARNA-PARVA,8.0,ADJ,87,high,66.0,0.0,high,4.0
2094262,KARNA-PARVA,8.0,ADJ,87,souled,66.0,0.0,souled,6.0
2094386,KARNA-PARVA,8.0,ADJ,87,about,70.0,1.0,about,16.0
2096064,KARNA-PARVA,8.0,ADJ,87,cold,133.0,0.0,cold,28.0
2098378,KARNA-PARVA,8.0,ADJ,88,able,62.0,0.0,able,9.0
2098472,KARNA-PARVA,8.0,ADJ,88,tired,65.0,0.0,tired,4.0
2099483,KARNA-PARVA,8.0,ADJ,89,angry,19.0,0.0,angry,26.0
2099536,KARNA-PARVA,8.0,ADJ,89,fiery,19.0,0.0,fiery,79.0
2099538,KARNA-PARVA,8.0,ADJ,89,capable,19.0,0.0,capable,81.0
2099650,KARNA-PARVA,8.0,ADJ,89,great,23.0,0.0,great,19.0
2100034,KARNA-PARVA,8.0,ADJ,89,high,32.0,0.0,high,3.0
2100036,KARNA-PARVA,8.0,ADJ,89,souled,32.0,0.0,souled,5.0
2100158,KARNA-PARVA,8.0,ADJ,89,mighty,34.0,0.0,mighty,17.0
2100497,KARNA-PARVA,8.0,ADJ,89,mighty,40.0,0.0,mighty,45.0
2100775,KARNA-PARVA,8.0,ADJ,89,wretched,48.0,0.0,wretched,14.0
2101386,KARNA-PARVA,8.0,ADJ,89,beautiful,66.0,0.0,beautiful,12.0
2101618,KARNA-PARVA,8.0,ADJ,89,long,72.0,0.0,long,4.0
2101878,KARNA-PARVA,8.0,ADJ,89,terrible,80.0,0.0,terrible,28.0
2101886,KARNA-PARVA,8.0,ADJ,89,awful,80.0,0.0,awful,36.0
2101941,KARNA-PARVA,8.0,ADJ,89,beautiful,82.0,0.0,beautiful,18.0
2102176,KARNA-PARVA,8.0,ADJ,89,good,89.0,0.0,best,8.0
2102209,KARNA-PARVA,8.0,ADJ,89,large,90.0,0.0,large,23.0
2102624,KARNA-PARVA,8.0,ADJ,89,many,103.0,1.0,many,14.0
2102646,KARNA-PARVA,8.0,ADJ,89,straight,103.0,0.0,straight,36.0
2102770,KARNA-PARVA,8.0,ADJ,89,mighty,107.0,0.0,mighty,7.0
2102777,KARNA-PARVA,8.0,ADJ,89,terrible,107.0,0.0,terrible,14.0
2102838,KARNA-PARVA,8.0,ADJ,89,mighty,109.0,0.0,mighty,9.0
2103416,KARNA-PARVA,8.0,ADJ,89,vital,125.0,0.0,vital,8.0
2103657,KARNA-PARVA,8.0,ADJ,89,alive,134.0,0.0,alive,13.0
2103697,KARNA-PARVA,8.0,ADJ,89,empty,135.0,1.0,empty,17.0
2103905,KARNA-PARVA,8.0,ADJ,90,irrefragable,4.0,0.0,irrefragable,13.0
2104048,KARNA-PARVA,8.0,ADJ,90,invisible,9.0,0.0,invisible,23.0
2104532,KARNA-PARVA,8.0,ADJ,90,bright,22.0,0.0,bright,16.0
2104707,KARNA-PARVA,8.0,ADJ,90,last,29.0,1.0,last,3.0
2104838,KARNA-PARVA,8.0,ADJ,90,fierce,31.0,0.0,fierce,18.0
2105114,KARNA-PARVA,8.0,ADJ,90,great,40.0,0.0,great,12.0
2106240,KARNA-PARVA,8.0,ADJ,90,costly,64.0,0.0,costly,8.0
2107270,KARNA-PARVA,8.0,ADJ,90,terrible,97.0,0.0,terrible,14.0
2107369,KARNA-PARVA,8.0,ADJ,90,pierced,101.0,0.0,pierced,2.0
2107369,KARNA-PARVA,8.0,ADJ,90,pierced,101.0,0.0,pierced,2.0
2107395,KARNA-PARVA,8.0,ADJ,90,costly,102.0,0.0,costly,10.0
2107519,KARNA-PARVA,8.0,ADJ,90,great,106.0,0.0,great,9.0
2107547,KARNA-PARVA,8.0,ADJ,90,great,106.0,0.0,great,37.0
2107555,KARNA-PARVA,8.0,ADJ,90,very,106.0,1.0,very,45.0
2107602,KARNA-PARVA,8.0,ADJ,90,fierce,107.0,0.0,fierce,16.0
2107865,KARNA-PARVA,8.0,ADJ,90,inimical,115.0,0.0,inimical,33.0
2107953,KARNA-PARVA,8.0,ADJ,90,many,119.0,1.0,many,28.0
2107954,KARNA-PARVA,8.0,ADJ,90,excellent,119.0,0.0,excellent,29.0
2108231,KARNA-PARVA,8.0,ADJ,90,angry,125.0,0.0,angry,14.0
2108358,KARNA-PARVA,8.0,ADJ,90,desirous,126.0,0.0,desirous,35.0
2108951,KARNA-PARVA,8.0,ADJ,90,mighty,146.0,0.0,mighty,2.0
2109041,KARNA-PARVA,8.0,ADJ,90,many,150.0,1.0,many,36.0
2109041,KARNA-PARVA,8.0,ADJ,90,many,150.0,1.0,many,36.0
2109304,KARNA-PARVA,8.0,ADJ,90,superior,161.0,0.0,superior,7.0
2110700,KARNA-PARVA,8.0,ADJ,91,celestial,31.0,0.0,celestial,31.0
2110826,KARNA-PARVA,8.0,ADJ,91,arrowy,36.0,0.0,arrowy,15.0
2110897,KARNA-PARVA,8.0,ADJ,91,own,38.0,1.0,own,11.0
2110984,KARNA-PARVA,8.0,ADJ,91,very,41.0,1.0,very,29.0
2111745,KARNA-PARVA,8.0,ADJ,91,hopeful,64.0,0.0,hopeful,38.0
2112177,KARNA-PARVA,8.0,ADJ,91,fierce,74.0,0.0,fierce,25.0
2112221,KARNA-PARVA,8.0,ADJ,91,desirous,75.0,0.0,desirous,11.0
2112227,KARNA-PARVA,8.0,ADJ,91,great,75.0,0.0,great,17.0
2112297,KARNA-PARVA,8.0,ADJ,91,desirous,77.0,0.0,desirous,24.0
2112545,KARNA-PARVA,8.0,ADJ,91,noble,82.0,0.0,noble,29.0
2112582,KARNA-PARVA,8.0,ADJ,91,tall,83.0,0.0,tall,17.0
2112818,KARNA-PARVA,8.0,ADJ,91,good,91.0,0.0,good,28.0
2112840,KARNA-PARVA,8.0,ADJ,91,severed,92.0,0.0,severed,4.0
2112845,KARNA-PARVA,8.0,ADJ,91,beautiful,92.0,0.0,beautiful,9.0
2112885,KARNA-PARVA,8.0,ADJ,91,asta,92.0,0.0,Asta,49.0
2113052,KARNA-PARVA,8.0,ADJ,91,heroic,97.0,0.0,heroic,3.0
2113052,KARNA-PARVA,8.0,ADJ,91,heroic,97.0,0.0,heroic,3.0
2113305,KARNA-PARVA,8.0,ADJ,92,desirous,2.0,0.0,Desirous,44.0
2113309,KARNA-PARVA,8.0,ADJ,92,heroic,2.0,0.0,heroic,48.0
2113420,KARNA-PARVA,8.0,ADJ,92,mighty,4.0,0.0,mighty,10.0
2113557,KARNA-PARVA,8.0,ADJ,92,dreadful,8.0,0.0,dreadful,7.0
2114082,KARNA-PARVA,8.0,ADJ,93,uttered,1.0,0.0,uttered,113.0
2117771,KARNA-PARVA,8.0,ADJ,94,loud,30.0,0.0,loud,16.0
2118967,KARNA-PARVA,8.0,ADJ,94,foe,74.0,0.0,foe,6.0
2119643,KARNA-PARVA,8.0,ADJ,94,dreadful,86.0,0.0,dreadful,8.0
2119809,KARNA-PARVA,8.0,ADJ,95,heroic,2.0,0.0,heroic,6.0
2120452,KARNA-PARVA,8.0,ADJ,96,awful,3.0,0.0,awful,21.0
2121729,KARNA-PARVA,8.0,ADJ,96,perfumed,44.0,0.0,perfumed,15.0
2123769,SHALYA-PARVA,9.0,ADJ,1,subject,26.0,0.0,subject,60.0
2124087,SHALYA-PARVA,9.0,ADJ,1,heroic,37.0,0.0,heroic,2.0
2124089,SHALYA-PARVA,9.0,ADJ,1,mighty,37.0,0.0,mighty,4.0
2126970,SHALYA-PARVA,9.0,ADJ,2,valiant,64.0,0.0,valiant,13.0
2127495,SHALYA-PARVA,9.0,ADJ,3,subsequent,1.0,0.0,subsequent,99.0
2130136,SHALYA-PARVA,9.0,ADJ,4,mighty,10.0,0.0,mighty,13.0
2133763,SHALYA-PARVA,9.0,ADJ,6,heroic,3.0,0.0,heroic,6.0
2135990,SHALYA-PARVA,9.0,ADJ,7,superior,37.0,0.0,superior,26.0
2137551,SHALYA-PARVA,9.0,ADJ,8,invincible,29.0,0.0,invincible,32.0
2137900,SHALYA-PARVA,9.0,ADJ,8,great,41.0,0.0,great,16.0
2141749,SHALYA-PARVA,9.0,ADJ,10,illustrious,54.0,0.0,illustrious,14.0
2152617,SHALYA-PARVA,9.0,ADJ,16,other,17.0,1.0,other,32.0
2238666,SHALYA-PARVA,9.0,ADJ,56,great,46.0,0.0,great,13.0
2248429,SHALYA-PARVA,9.0,ADJ,61,souled,44.0,0.0,souled,42.0
2250301,SHALYA-PARVA,9.0,ADJ,62,celestial,15.0,0.0,celestial,21.0
2256496,SHALYA-PARVA,9.0,ADJ,65,great,16.0,0.0,great,14.0
2278734,SAUPTIKA-PARVA,10.0,ADJ,10,angry,20.0,0.0,angry,115.0
2297355,STRI-PARVA,11.0,ADJ,8,great,46.0,0.0,great,12.0
2297358,STRI-PARVA,11.0,ADJ,8,many,47.0,1.0,Many,1.0
2306402,STRI-PARVA,11.0,ADJ,16,such,33.0,1.0,such,14.0
2311325,STRI-PARVA,11.0,ADJ,20,wicked,22.0,0.0,wicked,11.0
2312007,STRI-PARVA,11.0,ADJ,21,mighty,1.0,0.0,mighty,11.0
2312061,STRI-PARVA,11.0,ADJ,21,many,4.0,1.0,many,13.0
2312287,STRI-PARVA,11.0,ADJ,21,invincible,11.0,0.0,invincible,17.0
2312492,STRI-PARVA,11.0,ADJ,21,armed,17.0,0.0,armed,39.0
2312494,STRI-PARVA,11.0,ADJ,21,brave,17.0,0.0,brave,41.0
2321574,SANTI PARVA,12.0,ADJ,I,wonderful,25.0,0.0,wonderful,148.0
2322003,SANTI PARVA,12.0,ADJ,I,intelligent,44.0,0.0,intelligent,2.0
2322007,SANTI PARVA,12.0,ADJ,I,joined,44.0,0.0,joined,6.0
2322125,SANTI PARVA,12.0,ADJ,I,good,48.0,0.0,good,27.0
2322251,SANTI PARVA,12.0,ADJ,I,eld,54.0,0.0,eldest,19.0
2323179,SANTI PARVA,12.0,ADJ,II,welcome,20.0,0.0,welcome,26.0
2323187,SANTI PARVA,12.0,ADJ,II,glad,21.0,0.0,glad,6.0
2323959,SANTI PARVA,12.0,ADJ,III,unable,8.0,0.0,unable,6.0
2324013,SANTI PARVA,12.0,ADJ,III,intolerable,10.0,0.0,intolerable,5.0
2324057,SANTI PARVA,12.0,ADJ,III,last,11.0,1.0,last,6.0
2324780,SANTI PARVA,12.0,ADJ,III,joined,43.0,0.0,joined,13.0
2325655,SANTI PARVA,12.0,ADJ,IV,great,21.0,0.0,great,45.0
2325906,SANTI PARVA,12.0,ADJ,V,about,4.0,1.0,about,17.0
2326049,SANTI PARVA,12.0,ADJ,V,famous,8.0,0.0,famous,7.0
2326480,SANTI PARVA,12.0,ADJ,VI,past,5.0,0.0,past,4.0
2355380,SANTI PARVA,12.0,ADJ,XXVII,eld,20.0,0.0,eldest,8.0
2382990,SANTI PARVA,12.0,ADJ,XLIII,high,2.0,0.0,high,71.0
2996263,SANTI PARVA,12.0,ADJ,CCCLXV,first,789.0,1.0,first,9.0
2996271,SANTI PARVA,12.0,ADJ,CCCLXV,last,789.0,1.0,last,17.0
3550178,ASWAMEDHA PARVA,14.0,ADJ,XIV,mortal,14.0,0.0,mortal,27.0
3550185,ASWAMEDHA PARVA,14.0,ADJ,XIV,other,14.0,1.0,other,34.0
3597775,ASWAMEDHA PARVA,14.0,ADJ,LII,sinful,44.0,0.0,sinful,37.0
3610235,ASWAMEDHA PARVA,14.0,ADJ,LX,fierce,27.0,0.0,fierce,9.0
3610273,ASWAMEDHA PARVA,14.0,ADJ,LX,dispirited,28.0,0.0,dispirited,10.0
3611532,ASWAMEDHA PARVA,14.0,ADJ,LXI,last,26.0,1.0,last,28.0
3682697,ASRAMAVASIKA PARVA,15.0,ADJ,XI,such,25.0,1.0,such,9.0
3682698,ASRAMAVASIKA PARVA,15.0,ADJ,XI,obsequial,25.0,0.0,obsequial,10.0
3691360,ASRAMAVASIKA PARVA,15.0,ADJ,XXI,armed,16.0,0.0,armed,24.0
3701509,ASRAMAVASIKA PARVA,15.0,ADJ,XXX,ascribable,35.0,0.0,ascribable,4.0
3703496,ASRAMAVASIKA PARVA,15.0,ADJ,XXXIII,mighty,5.0,0.0,mighty,14.0
3733117,SVARGAROHANIKA-PARVA,18.0,ADJ,1,high,30.0,0.0,high,2.0
3733521,SVARGAROHANIKA-PARVA,18.0,ADJ,2,immeasurable,9.0,0.0,immeasurable,34.0
3734892,SVARGAROHANIKA-PARVA,18.0,ADJ,2,high,72.0,0.0,high,14.0
3735996,SVARGAROHANIKA-PARVA,18.0,ADJ,3,mighty,26.0,0.0,mighty,17.0
3736824,SVARGAROHANIKA-PARVA,18.0,ADJ,3,truthful,55.0,0.0,truthful,34.0
